"","full_name","position","team","targets","rec","rec_yards","air_yards","yac","td","adot","racr","ms_air","tgt_share","wopr","ppr"
"41","Robert Woods","WR","BUF",104,65,699,991,184,5,9.5,0.71,0.23,0.18,0.43,164.9
"42","Julius Thomas","TE","DEN",62,43,489,417,162,12,6.7,1.17,0.11,0.13,0.27,163.9
"43","Michael Crabtree","WR","SF",108,68,698,963,262,4,8.9,0.72,0.2,0.22,0.47,162.2
"44","Jason Witten","TE","DAL",89,63,691,812,247,5,9.1,0.85,0.19,0.19,0.42,162.1
"45","Pierre Garcon","WR","WAS",105,68,752,1037,333,3,9.9,0.73,0.25,0.19,0.46,161.2
"46","Allen Hurns","WR","JAC",97,51,677,1053,207,6,10.9,0.64,0.26,0.17,0.44,154.7
"47","Larry Fitzgerald","WR","ARI",103,63,784,1033,335,2,10,0.76,0.19,0.2,0.44,153.4
"48","Terrance Williams","WR","DAL",66,38,633,1020,132,8,15.5,0.62,0.25,0.15,0.4,149.3
"49","John Brown","WR","ARI",103,48,696,1536,180,5,14.9,0.45,0.25,0.18,0.45,147
"50","Zach Ertz","TE","PHI",88,58,702,935,234,3,10.6,0.75,0.17,0.14,0.33,146.2
"51","Kenny Britt","WR","STL",83,48,748,1295,188,3,15.6,0.58,0.32,0.16,0.46,142.2
"52","Andre Holmes","WR","OAK",99,47,693,1399,187,4,14.1,0.5,0.29,0.16,0.44,140.3
"53","Brandin Cooks","WR","NO",69,53,550,594,170,3,8.6,0.93,0.19,0.17,0.38,139.3
"54","Jermaine Gresham","TE","CIN",80,62,460,354,264,5,4.4,1.3,0.09,0.17,0.32,138
"55","Charles Clay","TE","MIA",84,58,605,578,243,3,6.9,1.05,0.13,0.16,0.33,136.5
"56","Mychal Rivera","TE","OAK",100,58,534,796,172,4,8,0.67,0.16,0.16,0.35,135.4
"57","Jared Cook","TE","STL",98,52,634,799,269,3,8.2,0.79,0.19,0.19,0.42,133.4
"58","Markus Wheaton","WR","PIT",86,53,644,1103,147,2,12.8,0.58,0.2,0.14,0.35,131.3
"59","Martavis Bryant","WR","PIT",48,26,549,868,178,8,18.1,0.63,0.24,0.12,0.35,130.1
"60","Jarius Wright","WR","MIN",62,42,588,665,327,2,10.7,0.88,0.17,0.13,0.31,119.9
"61","Harry Douglas","WR","ATL",74,51,556,614,238,2,8.3,0.91,0.18,0.16,0.36,118.6
"62","Dwayne Allen","TE","IND",50,29,395,439,172,8,8.8,0.9,0.1,0.09,0.21,116.5
"63","Allen Robinson","WR","JAC",81,48,548,898,158,2,11.1,0.61,0.34,0.23,0.58,114.8
"64","Chris Hogan","WR","BUF",61,41,426,487,180,4,8,0.87,0.14,0.13,0.29,107.6
"65","Taylor Gabriel","WR","CLE",74,38,633,1006,261,1,13.6,0.63,0.19,0.15,0.36,107.1
"66","Cole Beasley","WR","DAL",49,37,420,303,248,4,6.2,1.39,0.08,0.11,0.22,103
"67","Davante Adams","WR","GB",66,38,446,679,165,3,10.3,0.66,0.17,0.14,0.33,100.6
"68","Jermaine Kearse","WR","SEA",69,38,537,857,206,1,12.4,0.63,0.24,0.16,0.41,99.2
"69","Jordan Reed","TE","WAS",65,50,465,278,284,0,4.3,1.67,0.11,0.17,0.34,96.5
"70","Donte Moncrief","WR","IND",49,32,444,596,208,3,12.2,0.74,0.12,0.09,0.21,96.1
"71","Niles Paul","TE","WAS",52,39,507,409,255,1,7.9,1.24,0.1,0.1,0.21,95.7
"72","Andre Roberts","WR","WAS",73,36,453,736,204,2,10.1,0.62,0.17,0.13,0.32,95.4
"73","Cordarrelle Patterson","WR","MIN",67,33,384,640,164,1,9.6,0.6,0.16,0.13,0.31,95.1
"74","Jeremy Kerley","WR","NYJ",75,38,409,650,150,1,8.7,0.63,0.16,0.15,0.34,93.5
"75","Tavon Austin","WR","STL",45,32,239,183,161,0,4.1,1.31,0.05,0.09,0.18,90.3
"76","Charles Johnson","WR","MIN",59,31,475,872,170,2,14.8,0.54,0.3,0.16,0.45,89.4
"77","Marqise Lee","WR","JAC",68,37,422,508,190,1,7.5,0.83,0.17,0.16,0.36,86.1
"78","Justin Hunter","WR","TEN",66,27,458,1024,167,2,15.5,0.45,0.29,0.18,0.46,84.8
"79","Lance Kendricks","TE","STL",38,27,259,246,104,5,6.5,1.05,0.06,0.07,0.15,82.9
"80","Brian Quick","WR","STL",39,25,375,568,68,3,14.6,0.66,0.25,0.16,0.42,80.5
"81","Luke Willson","TE","SEA",40,22,362,390,213,3,9.8,0.93,0.13,0.11,0.25,76.2
"82","Brent Celek","TE","PHI",52,32,340,389,131,1,7.5,0.87,0.07,0.08,0.17,72
"83","Anthony Fasano","TE","KC",37,25,226,269,79,4,7.3,0.84,0.1,0.08,0.19,71.6
"84","Kamar Aiken","WR","BAL",33,24,267,404,61,3,12.2,0.66,0.1,0.07,0.17,68.7
"85","Travis Benjamin","WR","CLE",46,18,314,855,43,3,18.6,0.37,0.16,0.09,0.25,68.5
"86","Levine Toilolo","TE","ATL",53,31,238,275,107,2,5.2,0.87,0.06,0.09,0.17,66.8
"87","Dion Sims","TE","MIA",36,24,284,304,103,2,8.4,0.93,0.07,0.07,0.16,64.4
"88","Vernon Davis","TE","SF",50,26,245,630,59,2,12.6,0.39,0.16,0.12,0.3,62.9
"89","Paul Richardson","WR","SEA",44,29,271,475,65,1,10.8,0.57,0.16,0.13,0.3,62.1
"90","Josh Hill","TE","NO",20,14,176,141,99,5,7,1.25,0.03,0.03,0.08,61.6
"91","Brice Butler","WR","OAK",35,21,280,416,83,2,11.9,0.67,0.09,0.06,0.16,61
"92","Clay Harbor","TE","JAC",35,26,288,229,172,1,6.5,1.26,0.09,0.1,0.21,60.8
"93","Kyle Rudolph","TE","MIN",34,24,231,196,116,2,5.8,1.18,0.11,0.13,0.26,59.1
"94","Jaron Brown","WR","ARI",32,22,229,328,61,2,10.2,0.7,0.06,0.06,0.14,56.9
"95","De'Anthony Thomas","WR","KC",31,23,176,12,191,1,0.4,14.67,0.01,0.08,0.13,55.9
"96","Eric Ebron","TE","DET",48,25,248,454,125,1,9.5,0.55,0.13,0.11,0.26,55.8
"97","Austin Seferian-Jenkins","TE","TB",38,21,221,377,45,2,9.9,0.59,0.11,0.12,0.25,55.1
"98","Richard Rodgers","TE","GB",30,20,225,258,43,2,8.6,0.87,0.07,0.07,0.15,54.5
"99","Josh Gordon","WR","CLE",47,24,303,547,161,0,11.6,0.55,0.34,0.32,0.71,54.3
"100","Danny Amendola","WR","NE",42,27,200,321,68,1,7.6,0.62,0.07,0.07,0.16,53
"101","Marcedes Lewis","TE","JAC",31,18,206,203,138,2,6.5,1.01,0.1,0.11,0.24,50.6
"102","Jim Dray","TE","CLE",27,17,242,199,135,1,7.4,1.22,0.05,0.07,0.13,47.2
"103","Rhett Ellison","TE","MIN",26,19,208,70,157,1,2.7,2.97,0.02,0.06,0.1,45.8
"104","Benjamin Watson","TE","NO",31,20,136,131,88,2,4.2,1.04,0.03,0.05,0.09,45.6
"105","Brandon Tate","WR","CIN",26,17,193,399,60,1,15.3,0.48,0.11,0.05,0.15,44.4
"106","Albert Wilson","WR","KC",28,16,260,264,119,0,9.4,0.98,0.16,0.09,0.25,42
"107","Jack Doyle","TE","IND",22,18,118,42,108,2,1.9,2.81,0.01,0.05,0.08,41.8
"108","Corey Fuller","WR","DET",31,14,202,507,31,1,16.4,0.4,0.14,0.07,0.2,40.2
"109","Rishard Matthews","WR","MIA",22,12,135,264,38,2,12,0.51,0.08,0.05,0.14,37.8
"110","Ted Ginn","WR","ARI",26,14,190,399,45,0,15.3,0.48,0.07,0.05,0.11,33.6
"111","Bruce Ellington","WR","SF",12,6,62,120,33,2,10,0.52,0.03,0.03,0.07,33
"112","Eric Weems","WR","ATL",11,10,102,93,28,2,8.5,1.1,0.03,0.03,0.06,32.2
"113","Crockett Gillmore","TE","BAL",15,10,121,86,59,1,5.7,1.41,0.03,0.05,0.09,28.1
"114","Dontrelle Inman","WR","SD",17,12,158,214,14,0,12.6,0.74,0.23,0.19,0.45,27.8
"115","Adam Thielen","WR","MIN",14,8,137,177,34,1,12.6,0.77,0.06,0.03,0.09,27.7
"116","Ed Dickson","TE","CAR",17,10,115,98,63,1,5.8,1.17,0.02,0.04,0.07,27.5
"117","Logan Paulsen","TE","WAS",16,13,78,51,46,1,3.2,1.53,0.01,0.03,0.06,26.8
"118","Ryan Griffin","TE","HOU",16,10,91,142,36,1,8.9,0.64,0.07,0.06,0.13,25.1
"119","Michael Campanaro","WR","BAL",9,7,102,83,35,1,9.2,1.23,0.07,0.07,0.16,23.2
"120","MarQueis Gray","TE","BUF",9,8,118,38,80,0,4.2,3.11,0.03,0.05,0.09,19.8
"121","Derek Carrier","TE","SF",14,9,105,159,37,0,11.4,0.66,0.07,0.06,0.14,19.7
"122","Virgil Green","TE","DEN",6,6,74,28,46,1,4.7,2.64,0.01,0.02,0.04,19.7
"123","Dwayne Harris","WR","DAL",12,7,116,117,36,0,9.8,0.99,0.03,0.03,0.06,19.3
"124","Kevin Norwood","WR","SEA",10,9,102,130,39,0,13,0.78,0.08,0.05,0.14,19.2
"125","Ryan Hewitt","TE","CIN",15,10,86,106,57,0,7.1,0.81,0.05,0.06,0.13,18.6
"126","Chris Gragg","TE","BUF",10,7,48,30,25,1,3,1.6,0.02,0.04,0.08,17.8
"127","Lee Smith","TE","BUF",8,7,42,21,25,1,2.6,2,0.01,0.03,0.05,17.2
"128","Ryan Grant","WR","WAS",15,7,68,192,23,0,12.8,0.35,0.11,0.06,0.17,13.8
"129","C.J. Fiedorowicz","TE","HOU",7,4,28,46,10,1,6.6,0.61,0.02,0.03,0.06,12.8
"130","Darren Fells","TE","ARI",12,5,71,119,21,0,9.9,0.6,0.04,0.06,0.11,12.1
"131","Luke Stocker","TE","TB",11,7,41,91,17,0,8.3,0.45,0.04,0.05,0.09,11.1
"132","Russell Shepard","WR","TB",8,4,63,127,22,0,15.9,0.5,0.03,0.02,0.05,10.3
"133","James Hanna","TE","DAL",6,4,48,43,14,0,7.2,1.12,0.02,0.02,0.04,8.8
"134","Brandon Williams","TE","CAR",8,4,44,60,8,0,7.5,0.73,0.02,0.03,0.06,8.4
"135","Michael Hoomanawanui","TE","NE",6,3,44,84,5,0,14,0.52,0.05,0.03,0.08,7.4
"136","Garrett Celek","TE","SF",2,2,53,46,7,0,23,1.15,0.09,0.04,0.12,7.3
"137","Troy Niklas","TE","ARI",4,3,38,29,18,0,7.2,1.31,0.02,0.03,0.06,6.8
"138","Tyler Eifert","TE","CIN",3,3,37,33,4,0,11,1.12,0.12,0.08,0.2,6.7
"139","Darrius Heyward-Bey","WR","PIT",5,3,33,83,0,0,16.6,0.4,0.02,0.01,0.04,6.3
"140","Marquise Goodwin","WR","BUF",9,1,42,169,6,0,18.8,0.25,0.08,0.03,0.1,6
"141","Demetrius Harris","TE","KC",5,3,20,27,4,0,5.4,0.74,0.03,0.03,0.07,5
"142","Vance McDonald","TE","SF",8,2,30,96,26,0,12,0.31,0.07,0.06,0.14,5
"143","Phillip Supernaw","TE","BAL",2,2,27,5,22,0,2.5,5.4,0.01,0.03,0.05,4.7
"144","Cody Latimer","WR","DEN",4,2,23,45,16,0,11.2,0.51,0.03,0.02,0.05,4.3
"145","Jeff Janis","WR","GB",2,2,16,15,1,0,7.5,1.07,0.06,0.09,0.18,3.6
"146","Tavarres King","WR","TB",3,2,13,15,4,0,5,0.87,0.09,0.13,0.26,3.3
"147","Cameron Brate","TE","TB",1,1,17,13,4,0,13,1.31,0.05,0.03,0.09,2.7
"148","MarQueis Gray","TE","MIN",2,1,16,8,10,0,4,2,0.01,0.01,0.02,2.6
"149","Aldrick Robinson","WR","WAS",3,1,6,40,8,0,13.3,0.15,0.05,0.04,0.1,1.6
"150","Phillip Supernaw","TE","KC",1,1,3,3,0,0,3,1,0.05,0.06,0.13,1.3
"151","Trey Burton","TE","PHI",0,0,0,0,0,0,NA,NA,0,0,0,1
"152","Asante Cleveland","TE","SF",1,0,0,4,0,0,4,0,0.03,0.05,0.1,0
"153","Chris Matthews","WR","SEA",0,0,0,0,0,0,NA,NA,0,0,0,0
"154","Isaiah Burse","WR","DEN",1,0,0,20,0,0,20,0,0.01,0,0.01,0
"155","Josh Bellamy","WR","CHI",1,0,0,51,0,0,51,0,0.17,0.03,0.16,0
"156","Logan Thomas","TE","ARI",0,0,0,136,0,0,Inf,0,0.15,0,0.11,0
"157","Matthew Slater","WR","NE",0,0,0,0,0,0,NA,NA,0,0,0,0
"158","Scott Simonson","TE","OAK",0,0,0,17,0,0,Inf,0,0.05,0,0.04,0
"159","Walt Powell","WR","NYJ",0,0,0,0,0,0,NA,NA,0,0,0,0
