"","full_name","position","team","targets","rec","rec_yards","air_yards","yac","td","adot","racr","ms_air","tgt_share","wopr","ppr"
"32","Travis Benjamin","WR","CLE",125,68,966,1438,354,5,11.5,0.67,0.31,0.21,0.53,195.8
"33","Benjamin Watson","TE","NO",110,74,825,975,248,6,8.9,0.85,0.19,0.16,0.38,192.5
"34","Tyler Eifert","TE","CIN",74,52,615,561,229,13,7.6,1.1,0.15,0.17,0.36,191.5
"35","Travis Kelce","TE","KC",103,72,875,611,515,5,5.9,1.43,0.19,0.22,0.46,189.5
"36","Willie Snead","WR","NO",102,70,990,1032,344,3,10.1,0.96,0.22,0.16,0.4,187
"37","Pierre Garcon","WR","WAS",111,72,777,1188,165,6,10.7,0.65,0.27,0.2,0.49,185.7
"38","Ted Ginn","WR","CAR",97,44,739,1569,241,10,16.2,0.47,0.32,0.2,0.53,183.9
"39","Julian Edelman","WR","NE",88,61,692,670,314,7,7.6,1.03,0.25,0.24,0.53,174.5
"40","Marvin Jones","WR","CIN",103,65,816,1397,283,4,13.6,0.58,0.31,0.2,0.53,173.9
"41","Donte Moncrief","WR","IND",105,64,733,1049,267,6,10,0.7,0.2,0.17,0.39,173.3
"42","Michael Floyd","WR","ARI",89,52,849,1409,206,6,15.8,0.6,0.25,0.17,0.42,172.9
"43","Zach Ertz","TE","PHI",112,75,853,1008,269,2,9,0.85,0.25,0.19,0.45,172.3
"44","Martavis Bryant","WR","PIT",92,50,765,1300,330,6,14.1,0.59,0.29,0.21,0.52,172.2
"45","Jason Witten","TE","DAL",104,77,712,737,242,3,7.1,0.97,0.18,0.2,0.42,166.2
"46","Keenan Allen","WR","SD",89,67,725,678,236,4,7.6,1.07,0.29,0.25,0.58,163.5
"47","Alshon Jeffery","WR","CHI",94,54,807,1371,175,4,14.6,0.59,0.51,0.31,0.82,158.7
"48","Richard Rodgers","TE","GB",85,58,510,557,218,8,6.6,0.92,0.12,0.15,0.31,158.1
"49","Tyler Lockett","WR","SEA",69,51,664,923,249,6,13.4,0.72,0.22,0.14,0.37,155.4
"50","Terrance Williams","WR","DAL",93,52,840,1268,275,3,13.6,0.66,0.32,0.18,0.49,154
"51","Stefon Diggs","WR","MIN",84,52,720,890,292,4,10.6,0.81,0.33,0.22,0.56,149.3
"52","Antonio Gates","TE","SD",85,56,630,696,239,5,8.2,0.91,0.19,0.18,0.41,149
"53","Danny Amendola","WR","NE",87,65,648,600,264,3,6.9,1.08,0.14,0.16,0.33,148.9
"54","Markus Wheaton","WR","PIT",79,44,749,1133,158,5,14.3,0.66,0.19,0.13,0.34,148.9
"55","Jermaine Kearse","WR","SEA",68,49,685,817,228,5,12,0.84,0.2,0.14,0.35,147.5
"56","Cole Beasley","WR","DAL",75,52,536,358,317,5,4.8,1.5,0.09,0.14,0.28,135.6
"57","Rishard Matthews","WR","MIA",61,43,662,696,230,4,11.4,0.95,0.2,0.15,0.36,133.6
"58","Jamison Crowder","WR","WAS",78,59,604,479,340,2,6.1,1.26,0.11,0.14,0.29,131.6
"59","Eric Ebron","TE","DET",70,47,537,391,285,5,5.6,1.37,0.12,0.13,0.29,130.7
"60","Kyle Rudolph","TE","MIN",73,49,495,618,193,5,8.5,0.8,0.19,0.16,0.37,128.5
"61","Torrey Smith","WR","SF",62,33,663,869,213,4,14,0.76,0.23,0.12,0.33,123.3
"62","Kenny Britt","WR","STL",72,36,681,1146,130,3,15.9,0.59,0.31,0.15,0.44,122.1
"63","Charles Clay","TE","BUF",78,51,528,618,230,3,7.9,0.85,0.15,0.2,0.41,121.8
"64","Julius Thomas","TE","JAC",80,46,455,678,145,5,8.5,0.67,0.16,0.18,0.38,121.5
"65","Coby Fleener","TE","IND",84,54,491,735,178,3,8.8,0.67,0.15,0.14,0.32,121.1
"66","Jimmy Graham","TE","SEA",74,48,605,678,234,2,9.2,0.89,0.24,0.23,0.51,120.5
"67","Robert Woods","WR","BUF",80,47,552,865,150,3,10.8,0.64,0.2,0.19,0.43,120.2
"68","Martellus Bennett","TE","CHI",80,53,439,459,220,3,5.7,0.96,0.15,0.21,0.42,114.9
"69","Seth Roberts","WR","OAK",55,32,480,523,130,5,9.5,0.92,0.11,0.09,0.21,110
"70","Devin Funchess","WR","CAR",63,31,473,809,112,5,12.8,0.58,0.15,0.13,0.3,108.3
"71","Zach Miller","TE","CHI",46,34,439,312,222,5,6.8,1.41,0.09,0.11,0.23,107.9
"72","DeSean Jackson","WR","WAS",49,30,528,723,157,4,14.8,0.73,0.3,0.17,0.47,106.8
"73","Will Tye","TE","NYG",62,42,464,392,183,3,6.3,1.18,0.1,0.12,0.25,106.4
"74","Davante Adams","WR","GB",94,50,483,951,136,1,10.1,0.51,0.24,0.2,0.46,104.3
"75","Dontrelle Inman","WR","SD",63,35,486,781,187,3,12.4,0.62,0.19,0.11,0.3,101.6
"76","Dwayne Harris","WR","NYG",57,36,396,479,141,4,8.4,0.83,0.11,0.1,0.23,100.8
"77","Mike Wallace","WR","MIN",72,39,473,788,169,2,10.9,0.6,0.25,0.17,0.43,98.9
"78","Crockett Gillmore","TE","BAL",47,33,412,350,240,4,7.4,1.18,0.11,0.11,0.24,98.2
"79","Kendall Wright","WR","TEN",60,36,408,701,143,3,11.7,0.58,0.23,0.17,0.41,96.5
"80","Albert Wilson","WR","KC",57,35,451,580,219,2,10.2,0.78,0.21,0.14,0.36,94.7
"81","Chris Hogan","WR","BUF",59,36,450,759,102,2,12.9,0.59,0.16,0.13,0.31,93.4
"82","DeVante Parker","WR","MIA",50,26,494,692,103,3,13.8,0.71,0.2,0.13,0.33,93.4
"83","Mohamed Sanu","WR","CIN",49,33,394,350,205,0,7.1,1.13,0.08,0.1,0.2,91.5
"84","Brandon LaFell","WR","NE",74,37,515,1030,224,0,13.9,0.5,0.28,0.17,0.45,89.4
"85","Dez Bryant","WR","DAL",72,31,401,961,141,3,13.3,0.42,0.43,0.24,0.66,89.1
"86","Kenny Stills","WR","MIA",63,27,440,1050,93,3,16.7,0.42,0.2,0.11,0.31,89
"87","Harry Douglas","WR","TEN",72,36,411,867,130,2,12,0.47,0.2,0.15,0.36,88.5
"88","Brandon Coleman","WR","NO",49,30,454,674,126,2,13.8,0.67,0.13,0.07,0.2,87.4
"89","Jared Cook","TE","STL",75,39,481,628,215,0,8.4,0.77,0.17,0.16,0.36,87.1
"90","Brent Celek","TE","PHI",35,27,398,295,173,3,8.4,1.35,0.09,0.07,0.17,84.8
"91","Jarius Wright","WR","MIN",50,34,442,503,175,0,10.1,0.88,0.17,0.12,0.3,81.1
"92","Vance McDonald","TE","SF",46,30,326,385,184,3,8.4,0.85,0.11,0.1,0.22,80.6
"93","Clive Walford","TE","OAK",50,28,329,462,121,3,9.2,0.71,0.1,0.09,0.2,78.9
"94","Austin Seferian-Jenkins","TE","TB",39,21,338,436,96,4,11.2,0.78,0.19,0.16,0.38,78.8
"95","Darren Fells","TE","ARI",28,21,311,248,140,3,8.9,1.25,0.05,0.06,0.13,70.1
"96","Cameron Brate","TE","TB",30,23,288,318,53,3,10.6,0.91,0.08,0.07,0.16,69.8
"97","Jeremy Butler","WR","BAL",44,31,363,351,146,0,8,1.03,0.13,0.13,0.28,67.3
"98","Anthony Fasano","TE","TEN",42,26,289,275,151,2,6.5,1.05,0.06,0.08,0.17,66.9
"99","Mychal Rivera","TE","OAK",46,32,280,354,119,1,7.7,0.79,0.08,0.08,0.18,66
"100","Maxx Williams","TE","BAL",48,32,268,337,147,1,7,0.8,0.07,0.08,0.17,64.8
"101","Darrius Heyward-Bey","WR","PIT",39,21,314,783,73,2,20.1,0.4,0.16,0.08,0.23,64.4
"102","Ryan Grant","WR","WAS",42,23,268,389,98,2,9.3,0.69,0.1,0.09,0.2,61.8
"103","Lance Kendricks","TE","STL",40,25,245,238,129,2,6,1.03,0.07,0.1,0.2,61.5
"104","Adam Humphries","WR","TB",40,27,260,270,123,1,6.8,0.96,0.07,0.1,0.2,59
"105","Andre Holmes","WR","OAK",33,14,201,501,43,4,15.2,0.4,0.11,0.06,0.16,58.1
"106","Nelson Agholor","WR","PHI",44,23,283,496,95,1,11.3,0.57,0.14,0.09,0.23,57.3
"107","Ryan Griffin","TE","HOU",34,20,251,262,113,2,7.7,0.96,0.09,0.11,0.23,57.1
"108","Garrett Celek","TE","SF",28,19,186,175,98,3,6.2,1.06,0.07,0.09,0.19,55.6
"109","Justin Hunter","WR","TEN",31,22,264,366,33,1,11.8,0.72,0.15,0.1,0.26,54.4
"110","Quincy Enunwa","WR","NYJ",46,22,315,480,148,0,10.4,0.66,0.12,0.11,0.25,53.5
"111","Josh Bellamy","WR","CHI",34,19,224,351,68,2,10.3,0.64,0.1,0.07,0.18,53.4
"112","J.J. Nelson","WR","ARI",27,11,299,609,52,2,22.6,0.49,0.16,0.08,0.23,52.9
"113","Taylor Gabriel","WR","CLE",48,28,241,360,108,0,7.5,0.67,0.11,0.11,0.24,52.1
"114","Phillip Dorsett","WR","IND",39,18,225,506,60,1,13,0.44,0.14,0.09,0.23,48.2
"115","Jaelen Strong","WR","HOU",24,14,161,253,58,3,10.5,0.64,0.07,0.07,0.15,48.1
"116","De'Anthony Thomas","WR","KC",24,17,140,29,149,1,1.2,4.83,0.01,0.07,0.12,46.4
"117","Jermaine Gresham","TE","ARI",32,18,223,301,83,1,9.4,0.74,0.06,0.06,0.14,46.3
"118","Nick Williams","WR","ATL",25,17,159,144,90,2,5.8,1.1,0.04,0.06,0.12,44.9
"119","Luke Willson","TE","SEA",26,17,213,202,107,1,7.8,1.05,0.06,0.06,0.14,44.3
"120","Marqise Lee","WR","JAC",32,15,191,336,121,1,10.5,0.57,0.12,0.1,0.23,43.9
"121","Jeremy Kerley","WR","NYJ",26,16,152,138,100,2,5.3,1.1,0.02,0.04,0.08,43.2
"122","Chris Conley","WR","KC",31,17,199,339,69,1,10.9,0.59,0.14,0.09,0.23,42.9
"123","Ed Dickson","TE","CAR",26,17,121,182,53,2,7,0.66,0.03,0.05,0.1,41.1
"124","Justin Hardy","WR","ATL",36,21,194,354,65,0,9.8,0.55,0.13,0.1,0.24,40.4
"125","Rashad Greene","WR","JAC",35,19,93,228,54,2,6.5,0.41,0.08,0.11,0.22,40.3
"126","Vernon Davis","TE","DEN",28,20,201,245,65,0,8.8,0.82,0.1,0.1,0.22,40.1
"127","Josh Hill","TE","NO",30,16,120,146,76,2,4.9,0.82,0.03,0.05,0.1,40
"128","C.J. Fiedorowicz","TE","HOU",24,17,167,110,77,1,4.6,1.52,0.02,0.04,0.08,39.7
"129","Marcedes Lewis","TE","JAC",37,16,226,251,165,0,6.8,0.9,0.05,0.07,0.13,38.6
"130","Brice Butler","WR","DAL",26,12,258,307,96,0,11.8,0.84,0.21,0.16,0.38,37.8
"131","Vernon Davis","TE","SF",30,18,194,323,69,0,10.8,0.6,0.23,0.16,0.4,37.4
"132","Derek Carrier","TE","WAS",22,17,141,139,85,1,6.3,1.01,0.04,0.05,0.11,37.1
"133","Dion Sims","TE","MIA",25,18,127,179,70,1,7.2,0.71,0.04,0.06,0.11,36.7
"134","Michael Hoomanawanui","TE","NO",16,11,76,77,25,3,4.8,0.99,0.02,0.04,0.07,36.6
"135","Bennie Fowler","WR","DEN",25,16,203,207,93,0,8.3,0.98,0.04,0.04,0.09,36.3
"136","Nick Boyle","TE","BAL",24,19,166,118,100,0,4.9,1.41,0.05,0.07,0.14,35.6
"137","Adam Thielen","WR","MIN",18,12,144,179,42,0,9.9,0.8,0.09,0.06,0.15,35.3
"138","Virgil Green","TE","DEN",15,12,173,71,121,1,4.7,2.44,0.02,0.03,0.06,35.3
"139","Clay Harbor","TE","JAC",20,14,149,117,56,1,5.8,1.27,0.04,0.05,0.11,34.9
"140","Blake Bell","TE","SF",25,15,186,170,108,0,6.8,1.09,0.08,0.08,0.17,33.6
"141","Dwayne Allen","TE","IND",29,16,109,186,50,1,6.4,0.59,0.04,0.06,0.12,33
"142","Jaron Brown","WR","ARI",23,11,144,313,22,1,13.6,0.46,0.07,0.06,0.13,31.4
"143","Tyler Kroft","TE","CIN",15,11,129,85,71,1,5.7,1.52,0.03,0.04,0.08,29.9
"144","Rhett Ellison","TE","MIN",19,11,124,28,126,1,1.5,4.43,0.01,0.06,0.1,29.4
"145","Bruce Ellington","WR","SF",19,13,153,203,110,0,10.7,0.75,0.07,0.04,0.11,29
"146","T.J. Jones","WR","DET",18,10,132,194,41,1,10.8,0.68,0.07,0.04,0.12,28.9
"147","Chris Gragg","TE","BUF",20,12,150,188,50,0,9.4,0.8,0.08,0.08,0.18,27
"148","Devin Smith","WR","NYJ",28,9,115,574,18,1,20.5,0.2,0.22,0.1,0.31,26.5
"149","Jack Doyle","TE","IND",14,12,72,22,56,1,1.6,3.27,0.01,0.04,0.06,25.2
"150","Lee Smith","TE","OAK",13,12,70,20,57,1,1.5,3.5,0.01,0.03,0.04,25
"151","Chris Matthews","WR","BAL",16,9,97,213,28,1,13.3,0.46,0.14,0.09,0.23,24.7
"152","Andre Roberts","WR","WAS",21,11,135,246,38,0,11.7,0.55,0.1,0.07,0.18,24.5
"153","Cameron Meredith","WR","CHI",16,11,120,164,51,0,10.2,0.73,0.09,0.07,0.18,23
"154","Bradley Marquez","WR","STL",22,13,88,191,27,0,8.7,0.46,0.06,0.05,0.12,21.8
"155","Charles Johnson","WR","MIN",13,9,127,154,28,0,11.8,0.82,0.12,0.08,0.2,21.7
"156","Luke Stocker","TE","TB",13,9,61,52,39,1,4,1.17,0.02,0.05,0.08,21.1
"157","Demetrius Harris","TE","KC",11,7,74,81,22,1,7.4,0.91,0.05,0.05,0.1,20.4
"158","Brian Quick","WR","STL",32,10,102,514,39,0,16.1,0.2,0.22,0.11,0.32,20.2
"159","Jared Abbrederis","WR","GB",16,9,111,249,15,0,15.6,0.45,0.1,0.05,0.15,20.1
"160","Jesse James","TE","PIT",11,8,56,69,20,1,6.3,0.81,0.03,0.05,0.1,19.6
"161","Troy Niklas","TE","ARI",4,4,33,32,1,2,8,1.03,0.01,0.02,0.04,19.3
"162","Cody Latimer","WR","DEN",12,6,59,127,32,1,10.6,0.46,0.04,0.04,0.09,18
"163","Ryan Hewitt","TE","CIN",12,8,99,136,55,0,11.3,0.73,0.06,0.04,0.1,17.9
"164","Tyrell Williams","WR","SD",6,2,90,161,51,1,26.8,0.56,0.13,0.04,0.15,17
"165","James Hanna","TE","DAL",14,9,79,63,77,0,4.5,1.25,0.02,0.04,0.08,16.9
"166","Michael Campanaro","WR","BAL",6,5,35,18,32,0,3,1.94,0.02,0.04,0.07,16.2
"167","James O'Shaughnessy","TE","KC",9,6,87,54,52,0,6,1.61,0.04,0.04,0.09,14.7
"168","Brandon Tate","WR","CIN",3,2,59,59,10,1,19.7,1,0.01,0.01,0.02,13.9
"169","Daniel Brown","TE","BAL",11,6,64,112,23,0,10.2,0.57,0.08,0.07,0.16,12.4
"170","Jim Dray","TE","CLE",16,6,61,127,34,0,7.9,0.48,0.04,0.04,0.08,12.1
"171","Russell Shepard","WR","TB",9,3,28,135,1,1,15,0.21,0.04,0.02,0.06,11.8
"172","Corey Fuller","WR","DET",9,4,76,143,9,0,15.9,0.53,0.07,0.03,0.09,11.6
"173","Levine Toilolo","TE","ATL",12,7,44,48,20,0,4,0.92,0.02,0.03,0.05,11.4
"174","Deonte Thompson","WR","CHI",3,2,81,103,3,0,34.3,0.79,0.06,0.01,0.06,10.1
"175","Jeff Janis","WR","GB",12,2,79,225,29,0,18.8,0.35,0.05,0.02,0.07,9.9
"176","Tre McBride","WR","TEN",4,2,8,37,1,1,9.2,0.22,0.02,0.02,0.04,9.6
"177","Chris Matthews","WR","SEA",9,4,54,146,14,0,16.2,0.37,0.07,0.04,0.1,9.4
"178","Trey Burton","TE","PHI",4,3,54,27,31,0,6.8,2,0.01,0.01,0.02,8.4
"179","Phillip Supernaw","TE","TEN",4,3,32,28,13,0,7,1.14,0.01,0.01,0.02,6.2
"180","Matt LaCosse","TE","NYG",3,3,22,13,9,0,4.3,1.69,0.06,0.09,0.17,5.2
"181","Terrelle Pryor","WR","CLE",8,1,42,120,5,0,15,0.35,0.22,0.1,0.31,5.1
"182","Paul Richardson","WR","SEA",1,1,40,28,12,0,28,1.43,0.08,0.03,0.1,5
"183","Nick O'Leary","TE","BUF",3,1,37,20,37,0,6.7,1.85,0.03,0.04,0.08,4.7
"184","Cordarrelle Patterson","WR","MIN",2,2,10,6,4,0,3,1.67,0,0,0.01,4.5
"185","Marquise Goodwin","WR","BUF",2,2,24,22,2,0,11,1.09,0.04,0.03,0.08,4.4
"186","Darren Waller","TE","BAL",6,2,18,87,13,0,14.5,0.21,0.07,0.04,0.11,3.8
"187","Eric Weems","WR","ATL",1,1,11,6,5,0,6,1.83,0,0,0,2.5
"188","Kasen Williams","WR","SEA",1,1,8,5,3,0,5,1.6,0.02,0.03,0.06,2.3
"189","Sammie Coates","WR","PIT",2,1,11,17,4,0,8.5,0.65,0.1,0.08,0.18,2.1
"190","Scott Simonson","TE","CAR",1,1,10,2,8,0,2,5,0.01,0.04,0.06,2
"191","Khari Lee","TE","CHI",3,1,7,31,4,0,10.3,0.23,0.03,0.02,0.05,1.7
"192","Brittan Golden","WR","ARI",1,1,5,5,0,0,5,1,0,0,0.01,1.5
"193","C.J. Uzomah","TE","CIN",1,1,4,2,2,0,2,2,0,0.01,0.02,1.4
"194","MarQueis Gray","TE","BUF",1,1,2,-1,3,0,-1,-2,0,0.02,0.03,1.2
"195","Asante Cleveland","TE","NE",1,1,1,1,0,0,1,1,0,0.02,0.04,1.1
"196","Geoff Swaim","TE","DAL",1,1,0,0,0,0,0,NA,0,0.01,0.02,1
"197","Brandon Williams","TE","MIA",0,0,0,0,0,0,NA,NA,0,0,0,0
"198","Kaelin Clay","WR","BAL",0,0,0,0,0,0,NA,NA,0,0,0,0
"199","Kevin Norwood","WR","CAR",1,0,0,21,0,0,21,0,0.05,0.03,0.08,0
"200","Matthew Slater","WR","NE",1,0,0,34,0,0,34,0,0.01,0,0.01,0
"201","Neal Sterling","WR","JAC",0,0,0,0,0,0,NA,NA,0,0,0,0
"202","Quan Bray","WR","IND",0,0,0,0,0,0,NA,NA,0,0,0,0
"203","Vince Mayle","WR","DAL",1,0,0,23,0,0,23,0,0.1,0.03,0.11,0
"204","Walt Powell","WR","BUF",0,0,0,0,0,0,NA,NA,0,0,0,0
