"","full_name","position","team","targets","rec","rec_yards","air_yards","yac","td","adot","racr","ms_air","tgt_share","wopr","ppr"
"48","Cole Beasley","WR","DAL",85,64,656,627,208,3,7.4,1.05,0.16,0.16,0.35,147.6
"49","John Brown","WR","BAL",97,42,717,1559,158,5,16.1,0.46,0.32,0.17,0.49,144.1
"50","David Njoku","TE","CLE",88,55,628,780,280,4,8.9,0.81,0.15,0.17,0.35,141.8
"51","Curtis Samuel","WR","CAR",64,38,477,759,111,5,11.9,0.63,0.21,0.14,0.36,136.1
"52","DeSean Jackson","WR","TB",72,38,712,1364,176,3,18.9,0.52,0.27,0.15,0.41,136.1
"53","Tyrell Williams","WR","LAC",63,40,631,789,183,5,12.5,0.8,0.21,0.13,0.34,134.5
"54","Willie Snead","WR","BAL",95,62,649,775,276,1,8.2,0.84,0.17,0.18,0.39,134.2
"55","Michael Crabtree","WR","BAL",100,54,608,1104,122,3,11,0.55,0.23,0.18,0.43,132.8
"56","Courtland Sutton","WR","DEN",84,41,659,1176,173,4,14,0.56,0.27,0.15,0.41,130.8
"57","Jimmy Graham","TE","GB",91,55,636,862,261,2,9.5,0.74,0.15,0.14,0.32,130.6
"58","Josh Gordon","WR","NE",68,40,720,922,264,3,13.6,0.78,0.28,0.17,0.44,130
"59","Donte Moncrief","WR","JAC",90,47,649,1104,252,3,12.3,0.59,0.31,0.17,0.47,129.9
"60","Antonio Callaway","WR","CLE",79,41,571,1100,233,5,13.9,0.52,0.2,0.14,0.35,128.8
"61","Cooper Kupp","WR","LA",54,38,530,438,299,6,8.1,1.21,0.2,0.2,0.44,128.3
"62","Kenny Stills","WR","MIA",64,37,553,1046,127,6,16.3,0.53,0.31,0.15,0.45,128.3
"63","Vance McDonald","TE","PIT",71,49,598,377,387,3,5.3,1.59,0.08,0.11,0.22,126.8
"64","Evan Engram","TE","NYG",65,46,590,342,398,3,5.3,1.73,0.12,0.17,0.33,126.6
"65","Christian Kirk","WR","ARI",68,43,590,653,226,3,9.6,0.9,0.24,0.19,0.46,123.5
"66","Rashard Higgins","WR","CLE",55,40,579,593,158,4,10.8,0.98,0.13,0.12,0.27,121.9
"67","Devin Funchess","WR","CAR",78,43,547,1049,76,4,13.4,0.52,0.27,0.16,0.42,121.7
"68","Danny Amendola","WR","MIA",76,57,565,597,224,1,7.9,0.95,0.17,0.18,0.39,119.3
"69","Jordan Reed","TE","WAS",83,53,542,580,222,2,7,0.93,0.17,0.2,0.41,119.2
"70","O.J. Howard","TE","TB",46,33,550,570,206,5,12.4,0.96,0.13,0.11,0.26,118
"71","Anthony Miller","WR","CHI",53,32,408,622,141,7,11.7,0.66,0.14,0.11,0.27,117.4
"72","Golden Tate","WR","DET",69,44,508,450,272,3,6.5,1.13,0.22,0.27,0.56,117
"73","Marvin Jones","WR","DET",62,35,508,906,101,5,14.6,0.56,0.36,0.19,0.53,115.8
"74","Sammy Watkins","WR","KC",55,40,519,526,225,3,9.6,0.99,0.16,0.15,0.34,115.1
"75","Chris Herndon","TE","NYJ",55,39,502,603,166,4,11,0.83,0.14,0.12,0.28,113.2
"76","Marquez Valdes-Scantling","WR","GB",72,38,581,888,210,2,12.3,0.65,0.16,0.11,0.28,111
"77","Chester Rogers","WR","IND",71,51,474,445,261,2,6.3,1.07,0.09,0.11,0.23,109
"78","Kendrick Bourne","WR","SF",64,39,447,541,133,4,8.5,0.83,0.15,0.12,0.29,107.7
"79","Mark Andrews","TE","BAL",50,34,552,556,195,3,11.1,0.99,0.11,0.09,0.22,107.2
"80","Will Fuller","WR","HOU",45,32,503,623,166,4,13.8,0.81,0.29,0.2,0.5,106.3
"81","Seth Roberts","WR","OAK",65,44,489,572,206,2,8.8,0.85,0.16,0.13,0.3,105.4
"82","C.J. Uzomah","TE","CIN",64,43,439,426,202,3,6.7,1.03,0.1,0.12,0.25,104.9
"83","Dante Pettis","WR","SF",45,27,467,514,205,5,11.4,0.91,0.19,0.12,0.32,103.5
"84","Josh Doctson","WR","WAS",77,42,477,1103,110,2,14.3,0.43,0.29,0.17,0.46,101.7
"85","Chris Hogan","WR","NE",51,33,506,647,171,3,12.7,0.78,0.14,0.09,0.24,101.6
"86","Josh Reynolds","WR","LA",53,29,402,657,129,5,12.4,0.61,0.19,0.14,0.34,100
"87","David Moore","WR","SEA",52,25,440,907,82,5,17.4,0.49,0.29,0.15,0.43,99.5
"88","Jarius Wright","WR","CAR",59,43,447,379,198,1,6.4,1.18,0.09,0.11,0.22,97.6
"89","Michael Gallup","WR","DAL",69,33,507,957,173,2,13.9,0.53,0.25,0.14,0.39,95.7
"90","Cameron Brate","TE","TB",49,30,289,418,51,6,8.5,0.69,0.07,0.08,0.17,94.9
"91","Chris Conley","WR","KC",51,31,325,440,139,5,8.6,0.74,0.09,0.1,0.21,93.5
"92","Keelan Cole","WR","JAC",67,38,491,662,136,1,9.9,0.74,0.21,0.15,0.37,93.1
"93","Demaryius Thomas","WR","DEN",54,35,396,587,129,3,10.9,0.67,0.25,0.19,0.46,92.6
"94","Albert Wilson","WR","MIA",37,27,394,273,334,4,7.4,1.44,0.16,0.18,0.38,92
"95","Cordarrelle Patterson","WR","NE",30,23,221,186,145,3,6.2,1.19,0.04,0.06,0.11,90.9
"96","Taywan Taylor","WR","TEN",56,37,466,757,161,1,13.5,0.62,0.27,0.16,0.43,89.6
"97","Robert Foster","WR","BUF",41,23,480,940,163,3,22.9,0.51,0.24,0.13,0.37,89
"98","Dallas Goedert","TE","PHI",41,32,328,310,161,4,7.6,1.06,0.08,0.08,0.18,88.8
"99","Randall Cobb","WR","GB",61,38,384,508,233,2,8.3,0.76,0.16,0.17,0.37,88.4
"100","Benjamin Watson","TE","NO",46,35,398,482,78,2,10.5,0.83,0.15,0.11,0.27,86.8
"101","John Ross","WR","CIN",58,21,210,804,77,7,13.9,0.26,0.24,0.14,0.37,84.9
"102","Gerald Everett","TE","LA",50,33,320,305,149,3,6.1,1.05,0.07,0.09,0.19,84.6
"103","Jesse James","TE","PIT",39,30,423,317,185,2,8.1,1.33,0.07,0.06,0.14,84.3
"104","Quincy Enunwa","WR","NYJ",67,37,407,456,248,1,6.8,0.89,0.16,0.19,0.41,83.7
"105","Jamison Crowder","WR","WAS",50,29,388,454,211,2,9.1,0.85,0.22,0.19,0.44,82.8
"106","Marquise Goodwin","WR","SF",41,21,362,547,123,4,13.3,0.66,0.21,0.12,0.33,82.1
"107","Phillip Dorsett","WR","NE",41,32,290,417,100,3,10.2,0.7,0.13,0.11,0.25,81.9
"108","Greg Olsen","TE","CAR",38,27,291,337,84,4,8.9,0.86,0.15,0.13,0.3,80.1
"109","Ian Thomas","TE","CAR",47,35,324,289,154,2,6.1,1.12,0.1,0.13,0.27,79.4
"110","Tre'Quan Smith","WR","NO",42,26,350,496,78,3,11.8,0.71,0.16,0.1,0.27,79
"111","Jermaine Kearse","WR","NYJ",75,36,368,738,135,1,9.8,0.5,0.19,0.17,0.39,78.8
"112","Nick Vannett","TE","SEA",44,30,279,251,157,3,5.7,1.11,0.07,0.11,0.21,75.9
"113","Ryan Grant","WR","IND",51,35,334,409,93,1,8,0.82,0.09,0.09,0.2,74.4
"114","Ricky Seals-Jones","TE","ARI",70,34,343,704,98,1,10.1,0.49,0.2,0.15,0.37,74.3
"115","Tajae Sharpe","WR","TEN",47,27,336,525,91,2,11.2,0.64,0.17,0.12,0.3,74.2
"116","Blake Jarwin","TE","DAL",34,26,301,295,107,3,8.7,1.02,0.09,0.09,0.19,74.1
"117","Vernon Davis","TE","WAS",36,25,367,409,175,2,11.4,0.9,0.12,0.08,0.21,73.7
"118","Jeff Heuerman","TE","DEN",48,31,281,258,154,2,5.4,1.09,0.09,0.13,0.26,71.1
"119","Ryan Switzer","WR","PIT",43,36,253,147,137,1,3.4,1.72,0.03,0.06,0.11,69.4
"120","Tim Patrick","WR","DEN",42,24,319,447,112,2,10.6,0.71,0.13,0.09,0.23,68.5
"121","Dontrelle Inman","WR","IND",37,26,292,372,71,2,10.1,0.78,0.17,0.13,0.31,67.2
"122","Zach Pascal","WR","IND",44,26,272,470,71,2,10.7,0.58,0.11,0.08,0.19,66.2
"123","Jordan Thomas","TE","HOU",27,20,215,151,106,4,5.6,1.42,0.04,0.06,0.12,65.5
"124","Tyler Higbee","TE","LA",33,24,292,224,137,2,6.8,1.3,0.05,0.07,0.14,65.2
"125","Jonnu Smith","TE","TEN",31,20,268,165,188,3,5.3,1.62,0.06,0.1,0.19,64.8
"126","DaeSean Hamilton","WR","DEN",44,29,225,374,62,2,8.5,0.6,0.12,0.11,0.25,63.5
"127","Keke Coutee","WR","HOU",41,28,287,208,210,1,5.1,1.38,0.15,0.22,0.44,62.7
"128","Demaryius Thomas","WR","HOU",33,23,275,323,145,2,9.8,0.85,0.2,0.16,0.38,62.5
"129","Jack Doyle","TE","IND",33,26,245,174,108,2,5.3,1.41,0.12,0.16,0.32,62.5
"130","Geronimo Allison","WR","GB",30,20,303,388,106,2,12.9,0.78,0.24,0.16,0.4,62.3
"131","Breshad Perriman","WR","CLE",25,16,340,493,75,2,19.7,0.69,0.15,0.08,0.22,62.2
"132","Allen Hurns","WR","DAL",36,20,295,452,78,2,12.6,0.65,0.13,0.08,0.21,61.5
"133","DeVante Parker","WR","MIA",47,24,309,595,122,1,12.7,0.52,0.23,0.15,0.39,60.9
"134","Jaron Brown","WR","SEA",20,14,166,271,46,5,13.6,0.61,0.1,0.07,0.17,60.6
"135","Golden Tate","WR","PHI",42,28,270,332,142,1,7.9,0.81,0.17,0.15,0.34,60.2
"136","Paul Richardson","WR","WAS",34,20,262,431,47,2,12.7,0.61,0.24,0.14,0.38,59.1
"137","Rhett Ellison","TE","NYG",35,25,272,226,130,1,6.5,1.2,0.06,0.07,0.15,58.2
"138","Jakeem Grant","WR","MIA",33,20,260,271,140,2,8.2,0.96,0.11,0.11,0.24,58
"139","Demarcus Robinson","WR","KC",31,20,198,346,66,3,11.2,0.57,0.08,0.07,0.16,57.8
"140","Amari Cooper","WR","OAK",32,22,280,337,97,1,10.5,0.83,0.24,0.14,0.37,56.9
"141","Geoff Swaim","TE","DAL",32,26,242,139,164,1,4.3,1.74,0.07,0.13,0.25,56.2
"142","Matt LaCosse","TE","DEN",37,24,250,203,148,1,5.5,1.23,0.06,0.08,0.16,55
"143","Jason Croom","TE","BUF",35,22,259,290,137,1,8.3,0.89,0.07,0.09,0.19,53.9
"144","Trent Taylor","WR","SF",40,26,215,254,102,1,6.3,0.85,0.08,0.09,0.19,53.5
"145","Ryan Griffin","TE","HOU",42,23,300,319,147,0,7.6,0.94,0.08,0.1,0.2,53
"146","Tavon Austin","WR","DAL",14,9,204,246,63,3,17.6,0.83,0.14,0.07,0.19,51.8
"147","Ted Ginn","WR","NO",28,16,207,464,43,2,16.6,0.45,0.31,0.14,0.42,51.3
"148","Levine Toilolo","TE","DET",23,20,248,165,110,1,7.2,1.5,0.06,0.06,0.13,50.8
"149","Isaiah McKenzie","WR","BUF",27,15,170,290,64,0,10.7,0.59,0.11,0.14,0.29,50.4
"150","Virgil Green","TE","LAC",29,21,223,151,110,1,5.2,1.48,0.05,0.07,0.14,49.3
"151","Equanimeous St. Brown","WR","GB",34,19,290,480,107,0,14.1,0.6,0.12,0.08,0.21,48.5
"152","James O'Shaughnessy","TE","JAC",39,25,231,263,139,0,6.7,0.88,0.08,0.09,0.19,48.1
"153","Anthony Firkser","TE","TEN",20,19,225,133,97,1,6.7,1.69,0.07,0.09,0.19,47.5
"154","Chris Moore","WR","BAL",26,19,196,310,65,1,11.9,0.63,0.07,0.05,0.12,46.3
"155","Keith Kirkwood","WR","NO",21,13,209,281,49,2,13.4,0.74,0.17,0.1,0.27,45.9
"156","Ed Dickson","TE","SEA",13,12,143,71,78,3,5.5,2.01,0.03,0.05,0.1,45.2
"157","Nick Boyle","TE","BAL",37,23,213,125,135,0,3.4,1.7,0.03,0.08,0.15,44.3
"158","James Washington","WR","PIT",38,16,217,629,64,1,16.6,0.34,0.15,0.07,0.21,43.7
"159","Demetrius Harris","TE","KC",23,10,150,116,63,3,5,1.29,0.03,0.05,0.1,43
"160","Mike Gesicki","TE","MIA",32,22,202,278,100,0,8.7,0.73,0.08,0.08,0.18,42.2
"161","Lance Kendricks","TE","GB",26,19,170,140,112,1,5.4,1.21,0.03,0.05,0.09,42
"162","Bennie Fowler","WR","NYG",27,16,199,261,76,1,9.7,0.76,0.09,0.08,0.18,41.9
"163","Luke Stocker","TE","TEN",20,14,154,180,58,2,9,0.86,0.08,0.06,0.15,41.4
"164","Russell Shepard","WR","NYG",19,10,188,323,12,2,17,0.58,0.13,0.07,0.19,40.8
"165","Darren Fells","TE","CLE",12,11,117,57,66,3,4.8,2.05,0.02,0.04,0.08,40.7
"166","Josh Hill","TE","NO",24,16,185,73,170,1,3,2.53,0.03,0.06,0.11,40.5
"167","DeAndre Carter","WR","HOU",23,20,195,79,136,0,3.4,2.47,0.05,0.11,0.19,40.2
"168","Travis Benjamin","WR","LAC",23,11,185,526,60,1,22.9,0.35,0.17,0.06,0.2,39.6
"169","Charles Clay","TE","BUF",36,21,184,313,71,0,8.7,0.59,0.09,0.11,0.22,39.4
"170","Justin Hardy","WR","ATL",22,14,133,157,65,2,7.1,0.85,0.03,0.04,0.07,39.3
"171","Trent Sherfield","WR","ARI",25,16,171,287,27,1,11.5,0.6,0.13,0.1,0.25,39.1
"172","Maxx Williams","TE","BAL",17,16,143,53,97,1,3.1,2.7,0.02,0.05,0.09,37.1
"173","Tyler Eifert","TE","CIN",18,14,170,166,54,1,9.2,1.02,0.15,0.12,0.28,37
"174","Cody Latimer","WR","NYG",16,11,190,318,23,1,19.9,0.6,0.2,0.07,0.25,36
"175","Jordan Akins","TE","HOU",24,16,198,151,123,0,6.3,1.31,0.04,0.06,0.11,35.8
"176","Alex Erickson","WR","CIN",27,18,154,292,78,0,10.8,0.53,0.07,0.05,0.12,35.6
"177","Will Dissly","TE","SEA",14,8,156,141,93,2,10.1,1.11,0.14,0.12,0.28,35.6
"178","Hayden Hurst","TE","BAL",23,13,163,165,74,1,7.2,0.99,0.06,0.07,0.16,35.3
"179","Lee Smith","TE","OAK",11,10,73,52,55,3,4.7,1.4,0.03,0.05,0.09,35.3
"180","Cody Core","WR","CIN",27,13,160,329,36,1,12.2,0.49,0.12,0.09,0.21,35
"181","Austin Carr","WR","NO",15,10,107,141,22,2,9.4,0.76,0.07,0.05,0.13,32.7
"182","Mo Alie-Cox","TE","IND",14,7,133,155,50,2,11.1,0.86,0.06,0.04,0.11,32.3
"183","Josh Bellamy","WR","CHI",26,14,117,294,46,1,11.3,0.4,0.08,0.06,0.15,31.7
"184","D.J. Chark","WR","JAC",32,14,174,283,45,0,8.8,0.61,0.11,0.08,0.19,31.4
"185","Richie James","WR","SF",14,9,130,76,101,1,5.4,1.71,0.03,0.04,0.07,28
"186","Damion Ratley","WR","CLE",20,13,144,201,51,0,10.1,0.72,0.11,0.1,0.23,27.4
"187","Cameron Meredith","WR","NO",10,9,114,92,38,1,9.2,1.24,0.14,0.09,0.24,26.4
"188","Garrett Celek","TE","SF",8,5,90,90,43,2,11.2,1,0.05,0.04,0.09,26
"189","Andre Roberts","WR","NYJ",17,10,79,150,17,1,8.8,0.53,0.03,0.03,0.07,25.9
"190","Jake Kumerow","WR","GB",11,8,103,111,23,1,10.1,0.93,0.06,0.05,0.12,24.3
"191","Logan Paulsen","TE","ATL",9,9,91,33,58,1,3.7,2.76,0.01,0.03,0.06,24.1
"192","Dalton Schultz","TE","DAL",17,12,116,70,66,0,4.1,1.66,0.03,0.06,0.11,23.6
"193","Scott Simonson","TE","NYG",14,9,86,66,31,1,4.7,1.3,0.02,0.04,0.07,23.6
"194","Nick O'Leary","TE","MIA",10,8,86,61,65,1,6.1,1.41,0.04,0.05,0.1,22.6
"195","Trey Quinn","WR","WAS",10,9,75,73,17,1,7.3,1.03,0.09,0.1,0.2,22.5
"196","Marcus Johnson","WR","IND",8,6,102,110,28,1,13.8,0.93,0.07,0.04,0.11,22
"197","MyCole Pruitt","TE","TEN",9,7,89,102,19,1,11.3,0.87,0.1,0.06,0.16,21.9
"198","Darius Jennings","WR","TEN",15,11,101,163,37,0,10.9,0.62,0.05,0.04,0.1,21.3
"199","Derek Carrier","TE","OAK",12,7,67,105,16,1,8.8,0.64,0.05,0.04,0.09,19.7
"200","Logan Thomas","TE","BUF",16,11,76,146,30,0,9.1,0.52,0.05,0.06,0.13,18.6
"201","Seth DeValve","TE","CLE",7,5,74,87,15,1,12.4,0.85,0.04,0.03,0.06,18.4
"202","Robert Tonyan","TE","GB",6,4,77,83,10,1,13.8,0.93,0.04,0.02,0.06,17.7
"203","Adam Shaheen","TE","CHI",6,5,48,59,13,1,9.8,0.81,0.07,0.06,0.15,15.8
"204","Darren Waller","TE","OAK",6,6,75,19,56,0,3.2,3.95,0.02,0.05,0.08,15.6
"205","Jeremy Sprinkle","TE","WAS",9,5,41,58,21,1,6.4,0.71,0.04,0.05,0.1,15.1
"206","Blake Bell","TE","JAC",11,8,67,58,38,0,5.3,1.16,0.04,0.05,0.1,14.7
"207","Xavier Grimble","TE","PIT",8,6,86,56,56,0,7,1.54,0.02,0.03,0.06,14.6
"208","Cameron Batson","WR","TEN",10,7,72,75,42,0,7.5,0.96,0.04,0.05,0.1,14.3
"209","J.J. Nelson","WR","ARI",19,7,64,358,24,0,18.8,0.18,0.16,0.07,0.21,13.4
"210","Jake Butt","TE","DEN",12,7,63,86,33,0,7.2,0.73,0.09,0.11,0.24,13.3
"211","Chris Manhertz","TE","CAR",5,2,52,33,45,1,6.6,1.58,0.05,0.05,0.11,13.2
"212","Eric Tomlinson","TE","NYJ",13,7,61,85,73,0,6.5,0.72,0.03,0.04,0.09,13.1
"213","Tyler Conklin","TE","MIN",7,5,77,59,31,0,8.4,1.31,0.06,0.05,0.12,12.7
"214","Corey Coleman","WR","NYG",8,5,71,100,8,0,12.5,0.71,0.04,0.03,0.08,12.6
"215","De'Anthony Thomas","WR","KC",5,3,29,71,27,1,14.2,0.41,0.05,0.04,0.09,12.5
"216","Antony Auclair","TE","TB",8,7,48,40,8,0,5,1.2,0.01,0.03,0.06,11.8
"217","Dwayne Harris","WR","OAK",6,6,40,-7,47,0,-1.2,-5.71,0,0.01,0.02,11.2
"218","Durham Smythe","TE","MIA",11,6,50,47,7,0,4.3,1.06,0.02,0.05,0.09,11
"219","Russell Gage","WR","ATL",9,5,56,105,12,0,11.7,0.53,0.04,0.03,0.07,10.6
"220","Noah Brown","WR","DAL",8,5,54,75,20,0,9.4,0.72,0.05,0.03,0.08,10.4
"221","Delanie Walker","TE","TEN",7,4,52,47,24,0,6.7,1.11,0.17,0.18,0.38,9.2
"222","Ray-Ray McCloud","WR","BUF",6,5,36,13,28,0,2.2,2.77,0.01,0.02,0.04,9
"223","Josh Gordon","WR","CLE",3,1,17,129,17,1,43,0.13,0.29,0.08,0.32,8.7
"224","David Morgan","TE","MIN",6,5,36,9,27,0,1.5,4,0.01,0.03,0.05,8.6
"225","Chad Beebe","WR","MIN",4,4,39,51,12,0,12.8,0.76,0.06,0.04,0.11,7.9
"226","Tyler Kroft","TE","CIN",6,4,36,43,17,0,7.2,0.84,0.03,0.03,0.07,7.6
"227","Auden Tate","WR","CIN",12,4,35,136,7,0,11.3,0.26,0.11,0.09,0.22,7.5
"228","Rico Gathers","TE","DAL",7,3,45,70,27,0,10,0.64,0.04,0.04,0.08,7.5
"229","Bobo Wilson","WR","TB",4,3,44,53,13,0,13.2,0.83,0.03,0.02,0.06,7.4
"230","Ben Braunecker","TE","CHI",5,3,42,88,4,0,17.6,0.48,0.04,0.02,0.06,7.2
"231","Bradley Sowell","TE","CHI",2,1,2,4,0,1,2,0.5,0.01,0.02,0.04,7.2
"232","Javon Wims","WR","CHI",5,4,32,34,2,0,6.8,0.94,0.07,0.1,0.19,7.2
"233","Marcedes Lewis","TE","GB",4,3,39,5,31,0,1.2,7.8,0,0.03,0.05,6.9
"234","KhaDarel Hodge","WR","LA",4,3,24,24,0,0,6,1,0.01,0.02,0.04,5.4
"235","DeAndre Carter","WR","PHI",2,2,21,7,14,0,3.5,3,0,0.01,0.02,4.1
"236","Malik Turner","WR","SEA",3,2,20,11,14,0,3.7,1.82,0.02,0.06,0.11,4
"237","Nick Williams","WR","LA",3,2,17,18,5,0,6,0.94,0.03,0.05,0.09,3.7
"238","Ross Dwelley","TE","SF",2,2,14,13,1,0,6.5,1.08,0.02,0.02,0.05,3.4
"239","Sean Culkin","TE","LAC",1,1,24,24,0,0,24,1,0.19,0.03,0.18,3.4
"240","Brandon Zylstra","WR","MIN",2,1,23,43,8,0,21.5,0.53,0.03,0.01,0.04,3.3
"241","Gehrig Dieter","WR","KC",3,1,22,54,13,0,18,0.41,0.09,0.05,0.13,3.2
"242","Damiere Byrd","WR","CAR",2,1,8,25,1,0,12.5,0.32,0.02,0.01,0.02,1.8
"243","Allen Lazard","WR","GB",1,1,7,7,0,0,7,1,0.02,0.02,0.05,1.7
"244","Marcus Kemp","WR","KC",2,1,7,4,8,0,2,1.75,0,0.01,0.02,1.7
"245","Richard Rodgers","TE","PHI",1,1,7,-2,9,0,-2,-3.5,-0.01,0.02,0.03,1.7
"246","Johnny Mundt","TE","LA",1,1,5,0,5,0,0,Inf,0,0.04,0.05,1.5
"247","Justin Watson","WR","TB",3,1,5,15,0,0,5,0.33,0.01,0.01,0.02,1.5
"248","Chris Lacy","WR","DET",1,0,0,9,0,0,9,0,0.04,0.03,0.08,0
"249","Daniel Brown","TE","CHI",0,0,0,0,0,0,NA,NA,0,0,0,0
"250","Garrett Dickerson","TE","NYG",0,0,0,5,0,0,Inf,0,0.01,0,0.01,0
"251","Geremy Davis","WR","LAC",1,0,0,0,0,0,0,NA,0,0.01,0.01,0
"252","Isaiah McKenzie","WR","DEN",0,0,0,0,0,0,NA,NA,0,0,0,0
"253","JoJo Natson","WR","LA",0,0,0,0,0,0,NA,NA,0,0,0,0
"254","Lance Lenoir","WR","DAL",0,0,0,0,0,0,NA,NA,0,0,0,0
"255","Matthew Slater","WR","NE",0,0,0,0,0,0,NA,NA,0,0,0,0
"256","Nick Williams","WR","TEN",1,0,0,27,0,0,27,0,0.05,0.01,0.05,0
"257","Pharoh Cooper","WR","ARI",0,0,0,0,0,0,NA,NA,0,0,0,0
"258","Pharoh Cooper","WR","LA",1,0,0,6,0,0,6,0,0,0,0.01,0
"259","Trevor Davis","WR","GB",0,0,0,0,0,0,NA,NA,0,0,0,0
